Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
195.695   	1000      	70        	36467.6   	1587.45   	
197.746   	1000      	70        	36462.8   	1586.77   	
203.319   	1000      	70        	36449     	1585.04   	
207.312   	1000      	70        	36438.8   	1583.87   	
210.274   	1000      	70        	36431.3   	1583.03   	
218.185   	1000      	70        	36411.5   	1581.02   	
223.722   	1000      	70        	36398.2   	1579.71   	
236.976   	1000      	70        	36368.9   	1576.95   	
246.352   	1000      	70        	36349.6   	1575.03   	
253.099   	1000      	70        	36335.8   	1573.65   	
257.939   	1000      	70        	36326.1   	1572.68   	
261.55    	1000      	70        	36318.8   	1571.97   	
264.18    	1000      	70        	36313.4   	1571.44   	
266.118   	1000      	70        	36309.5   	1571.06   	
267.554   	1000      	70        	36306.5   	1570.78   	
271.607   	1000      	70        	36298.1   	1569.99   	
274.581   	1000      	70        	36291.9   	1569.41   	
276.812   	1000      	70        	36287.2   	1568.97   	
278.517   	1000      	70        	36283.6   	1568.64   	
283.335   	1000      	70        	36273.7   	1567.72   	
286.901   	1000      	70        	36266.3   	1567.03   	
289.541   	1000      	70        	36260.7   	1566.52   	
291.491   	1000      	70        	36256.5   	1566.14   	
292.939   	1000      	70        	36253.4   	1565.86   	
294.029   	1000      	70        	36251.1   	1565.65   	
294.849   	1000      	70        	36249.3   	1565.49   	
297.216   	1000      	70        	36244.3   	1565.04   	
303.636   	1000      	70        	36231.6   	1563.87   	
308.422   	1000      	70        	36222.8   	1563.03   	
320.584   	1000      	70        	36204     	1560.94   	
329.306   	1000      	70        	36191.7   	1559.45   	
335.567   	1000      	70        	36183.4   	1558.39   	
340.603   	1000      	70        	36176.9   	1557.53   	
344.362   	1000      	70        	36172     	1556.9    	
347.09    	1000      	70        	36168.4   	1556.43   	
349.315   	1000      	70        	36165.5   	1556.06   	
355.566   	1000      	70        	36157.2   	1555.01   	
360.135   	1000      	70        	36151     	1554.26   	
363.528   	1000      	70        	36146.4   	1553.7    	
372.544   	1000      	70        	36134     	1552.25   	
379.057   	1000      	70        	36125     	1551.22   	
383.802   	1000      	70        	36118.3   	1550.48   	
387.307   	1000      	70        	36113.4   	1549.93   	
389.874   	1000      	70        	36109.7   	1549.52   	
396.933   	1000      	70        	36099.4   	1548.43   	
402.078   	1000      	70        	36092     	1547.64   	
405.778   	1000      	70        	36086.8   	1547.08   	
408.458   	1000      	70        	36083     	1546.68   	
415.827   	1000      	70        	36072.5   	1545.57   	
421.119   	1000      	70        	36065.1   	1544.79   	
434.723   	1000      	70        	36047.4   	1542.86   	
443.975   	1000      	70        	36036.1   	1541.59   	
450.684   	1000      	70        	36028.4   	1540.7    	
468.016   	1000      	70        	36010.3   	1538.52   	
480.684   	1000      	70        	35998     	1537      	
500.684   	1000      	70        	35979.6   	1534.77   	
514.104   	1000      	70        	35967.9   	1533.35   	
534.104   	1000      	70        	35951.9   	1531.41   	
554.104   	1000      	70        	35937.1   	1529.6    	
574.104   	1000      	70        	35923     	1527.89   	
594.104   	1000      	70        	35909.6   	1526.28   	
614.104   	1000      	70        	35896.7   	1524.75   	
634.104   	1000      	70        	35884.3   	1523.32   	
654.104   	1000      	70        	35872.4   	1521.96   	
674.104   	1000      	70        	35861.1   	1520.68   	
694.104   	1000      	70        	35850.2   	1519.49   	
714.104   	1000      	70        	35839.9   	1518.37   	
734.104   	1000      	70        	35830.1   	1517.34   	
754.104   	1000      	70        	35821.1   	1516.4    	
774.104   	1000      	70        	35813.1   	1515.55   	
794.104   	1000      	70        	35805.9   	1514.8    	
814.104   	1000      	70        	35799.3   	1514.13   	
834.104   	1000      	70        	35793.4   	1513.55   	
854.104   	1000      	70        	35787.3   	1513.02   	
874.104   	1000      	70        	35781.7   	1512.56   	
894.104   	1000      	70        	35775.7   	1512.12   	
904.104   	1000      	70        	35772.6   	1511.91   	
922.097   	1000      	70        	35767.9   	1511.56   	
930.839   	1000      	70        	35765.7   	1511.4    	
939.084   	1000      	70        	35763.8   	1511.25   	
946.269   	1000      	70        	35762.3   	1511.12   	
964.717   	1000      	70        	35757.7   	1510.77   	
969.717   	1000      	70        	35756.5   	1510.67   	
982.873   	1000      	70        	35754.3   	1510.46   	
989.368   	1000      	70        	35753.3   	1510.36   	
1004.54   	1000      	70        	35750.9   	1510.1    	
1014.54   	1000      	70        	35749.2   	1509.92   	
1034.54   	1000      	70        	35746.1   	1509.59   	
1054.54   	1000      	70        	35744.1   	1509.3    	
1074.54   	1000      	70        	35741.9   	1508.99   	
1094.54   	1000      	70        	35740.2   	1508.71   	
1114.54   	1000      	70        	35738.3   	1508.43   	
1122.1    	1000      	70        	35737.6   	1508.32   	
1141.73   	1000      	70        	35735.5   	1508.05   	
1161.73   	1000      	70        	35733.8   	1507.8    	
1181.73   	1000      	70        	35733.5   	1507.61   	
1200.23   	1000      	70        	35732.9   	1507.42   	
1212.55   	1000      	70        	35732.2   	1507.29   	
1232.55   	1000      	70        	35731.3   	1507.13   	
1252.55   	1000      	70        	35731.3   	1507.01   	
1258.49   	1000      	70        	35731.3   	1506.98   	
1272.65   	1000      	70        	35731.3   	1506.91   	
1292.65   	1000      	70        	35731.9   	1506.86   	
1312.65   	1000      	70        	35731.8   	1506.82   	
1332.65   	1000      	70        	35731.6   	1506.81   	
1342.65   	1000      	70        	35731.6   	1506.81   	
1345.74   	1000      	70        	35731.6   	1506.82   	
1354.26   	1000      	70        	35731.6   	1506.83   	
1374.26   	1000      	70        	35731     	1506.86   	
1394.26   	1000      	70        	35729.7   	1506.9    	
1400      	1000      	70        	35729.3   	1506.92   	
