Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
135.703   	4000      	70        	-33064.2  	0         	
137.365   	4000      	70        	-33083    	0         	
141.956   	4000      	70        	-33133.9  	0         	
145.453   	4000      	70        	-33172.2  	0         	
154.112   	4000      	70        	-33265.9  	0         	
160.362   	4000      	70        	-33333    	0         	
165.238   	4000      	70        	-33383.7  	0         	
168.843   	4000      	70        	-33420.9  	0         	
178.101   	4000      	70        	-33510.4  	0         	
184.57    	4000      	70        	-33571.6  	0         	
189.441   	4000      	70        	-33616.3  	0         	
192.998   	4000      	70        	-33648.3  	0         	
195.695   	4000      	70        	-33672.1  	0         	
197.746   	4000      	70        	-33690    	0         	
203.319   	4000      	70        	-33738    	0         	
207.312   	4000      	70        	-33771.7  	0         	
210.274   	4000      	70        	-33796.7  	0         	
218.185   	4000      	70        	-33862.8  	0         	
223.722   	4000      	70        	-33909.5  	0         	
236.976   	4000      	70        	-34019.8  	0         	
246.352   	4000      	70        	-34093.1  	0         	
253.099   	4000      	70        	-34143.2  	0         	
257.939   	4000      	70        	-34179.3  	0         	
261.55    	4000      	70        	-34204.9  	0         	
264.18    	4000      	70        	-34223.1  	0         	
266.118   	4000      	70        	-34236.4  	0         	
267.554   	4000      	70        	-34246.2  	0         	
271.607   	4000      	70        	-34273.1  	0         	
274.581   	4000      	70        	-34292.2  	0         	
276.812   	4000      	70        	-34306.2  	0         	
278.517   	4000      	70        	-34316.9  	0         	
283.335   	4000      	70        	-34348.1  	0         	
286.901   	4000      	70        	-34369.9  	0         	
289.541   	4000      	70        	-34385.5  	0         	
291.491   	4000      	70        	-34396.9  	0         	
292.939   	4000      	70        	-34405.2  	0         	
294.029   	4000      	70        	-34411.5  	0         	
294.849   	4000      	70        	-34416.2  	0         	
297.216   	4000      	70        	-34430.2  	0         	
303.636   	4000      	70        	-34469.9  	0         	
308.422   	4000      	70        	-34500.6  	0         	
320.584   	4000      	70        	-34581.2  	0         	
329.306   	4000      	70        	-34637    	0         	
335.567   	4000      	70        	-34677.1  	0         	
340.603   	4000      	70        	-34707.1  	0         	
344.362   	4000      	70        	-34728.9  	0         	
347.09    	4000      	70        	-34744.5  	0         	
349.315   	4000      	70        	-34757.2  	0         	
355.566   	4000      	70        	-34791.6  	0         	
360.135   	4000      	70        	-34815.6  	0         	
363.528   	4000      	70        	-34833.6  	0         	
372.544   	4000      	70        	-34880.3  	0         	
379.057   	4000      	70        	-34912.9  	0         	
383.802   	4000      	70        	-34935.8  	0         	
387.307   	4000      	70        	-34952.1  	0         	
389.874   	4000      	70        	-34964.1  	0         	
396.933   	4000      	70        	-34996.7  	0         	
402.078   	4000      	70        	-35020.9  	0         	
405.778   	4000      	70        	-35038    	0         	
408.458   	4000      	70        	-35050.5  	0         	
415.827   	4000      	70        	-35081.9  	0         	
421.119   	4000      	70        	-35105.4  	0         	
434.723   	4000      	70        	-35169.2  	0         	
443.975   	4000      	70        	-35212.4  	0         	
450.684   	4000      	70        	-35244.9  	0         	
468.016   	4000      	70        	-35325.4  	0         	
480.684   	4000      	70        	-35386    	0         	
500.684   	4000      	70        	-35477.3  	0         	
514.104   	4000      	70        	-35538.6  	0         	
534.104   	4000      	70        	-35628.2  	0         	
554.104   	4000      	70        	-35714.6  	0         	
574.104   	4000      	70        	-35796.9  	0         	
594.104   	4000      	70        	-35875.2  	0         	
614.104   	4000      	70        	-35949.6  	0         	
634.104   	4000      	70        	-36020.2  	0         	
654.104   	4000      	70        	-36087.3  	0         	
674.104   	4000      	70        	-36151.1  	0         	
694.104   	4000      	70        	-36211.9  	0         	
714.104   	4000      	70        	-36270.2  	0         	
734.104   	4000      	70        	-36327    	0         	
754.104   	4000      	70        	-36382.2  	0         	
774.104   	4000      	70        	-36437    	0         	
794.104   	4000      	70        	-36490.3  	0         	
814.104   	4000      	70        	-36541.7  	0         	
834.104   	4000      	70        	-36591.6  	0         	
854.104   	4000      	70        	-36637.2  	0         	
874.104   	4000      	70        	-36680.9  	0         	
894.104   	4000      	70        	-36719.1  	0         	
904.104   	4000      	70        	-36737.7  	0         	
922.097   	4000      	70        	-36772.8  	0         	
930.839   	4000      	70        	-36788.9  	0         	
939.084   	4000      	70        	-36804.2  	0         	
946.269   	4000      	70        	-36816.7  	0         	
964.717   	4000      	70        	-36845.1  	0         	
969.717   	4000      	70        	-36852.6  	0         	
982.873   	4000      	70        	-36875.4  	0         	
989.368   	4000      	70        	-36886.2  	0         	
1004.54   	4000      	70        	-36908.5  	0         	
1014.54   	4000      	70        	-36922.5  	0         	
1034.54   	4000      	70        	-36949.3  	0         	
1054.54   	4000      	70        	-36977.7  	0         	
1074.54   	4000      	70        	-37002.8  	0         	
1094.54   	4000      	70        	-37026.9  	0         	
1114.54   	4000      	70        	-37049.8  	0         	
1122.1    	4000      	70        	-37057.9  	0         	
1141.73   	4000      	70        	-37076.9  	0         	
1161.73   	4000      	70        	-37095.9  	0         	
1181.73   	4000      	70        	-37117    	0         	
1200.23   	4000      	70        	-37134.5  	0         	
1212.55   	4000      	70        	-37144.9  	0         	
1232.55   	4000      	70        	-37161.3  	0         	
1252.55   	4000      	70        	-37178.3  	0         	
1258.49   	4000      	70        	-37183.2  	0         	
1272.65   	4000      	70        	-37194.5  	0         	
1292.65   	4000      	70        	-37211.1  	0         	
1312.65   	4000      	70        	-37225.7  	0         	
1332.65   	4000      	70        	-37239.5  	0         	
1342.65   	4000      	70        	-37246.9  	0         	
1345.74   	4000      	70        	-37249.2  	0         	
1354.26   	4000      	70        	-37254.8  	0         	
1374.26   	4000      	70        	-37266    	0         	
1394.26   	4000      	70        	-37275.8  	0         	
1400      	4000      	70        	-37278.5  	0         	
