Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
195.696   	1000      	70        	36467.6   	1587.45   	
197.747   	1000      	70        	36462.8   	1586.77   	
203.32    	1000      	70        	36449     	1585.04   	
207.313   	1000      	70        	36438.8   	1583.87   	
210.275   	1000      	70        	36431.3   	1583.03   	
218.186   	1000      	70        	36411.5   	1581.02   	
223.724   	1000      	70        	36398.2   	1579.71   	
236.978   	1000      	70        	36368.9   	1576.95   	
246.354   	1000      	70        	36349.6   	1575.03   	
253.101   	1000      	70        	36335.8   	1573.65   	
257.941   	1000      	70        	36326.1   	1572.68   	
261.552   	1000      	70        	36318.8   	1571.97   	
264.182   	1000      	70        	36313.4   	1571.44   	
266.12    	1000      	70        	36309.5   	1571.06   	
267.556   	1000      	70        	36306.5   	1570.78   	
271.609   	1000      	70        	36298.1   	1569.99   	
274.583   	1000      	70        	36291.9   	1569.41   	
276.814   	1000      	70        	36287.2   	1568.97   	
278.519   	1000      	70        	36283.6   	1568.64   	
283.336   	1000      	70        	36273.7   	1567.72   	
286.902   	1000      	70        	36266.3   	1567.03   	
289.542   	1000      	70        	36260.7   	1566.52   	
291.492   	1000      	70        	36256.5   	1566.14   	
292.941   	1000      	70        	36253.4   	1565.86   	
294.03    	1000      	70        	36251.1   	1565.65   	
294.85    	1000      	70        	36249.3   	1565.49   	
297.217   	1000      	70        	36244.3   	1565.04   	
303.637   	1000      	70        	36231.6   	1563.87   	
308.423   	1000      	70        	36222.8   	1563.03   	
320.585   	1000      	70        	36204     	1560.94   	
329.307   	1000      	70        	36191.7   	1559.45   	
335.567   	1000      	70        	36183.4   	1558.39   	
340.604   	1000      	70        	36176.9   	1557.53   	
344.363   	1000      	70        	36172     	1556.9    	
347.091   	1000      	70        	36168.4   	1556.43   	
349.316   	1000      	70        	36165.5   	1556.06   	
355.567   	1000      	70        	36157.2   	1555.01   	
360.136   	1000      	70        	36151     	1554.26   	
363.529   	1000      	70        	36146.4   	1553.7    	
372.545   	1000      	70        	36134     	1552.25   	
379.058   	1000      	70        	36125     	1551.22   	
383.803   	1000      	70        	36118.3   	1550.48   	
387.309   	1000      	70        	36113.4   	1549.93   	
389.875   	1000      	70        	36109.7   	1549.52   	
396.934   	1000      	70        	36099.4   	1548.43   	
402.079   	1000      	70        	36092     	1547.64   	
405.779   	1000      	70        	36086.8   	1547.08   	
408.46    	1000      	70        	36083     	1546.68   	
415.828   	1000      	70        	36072.5   	1545.57   	
421.121   	1000      	70        	36065.1   	1544.79   	
434.725   	1000      	70        	36047.4   	1542.86   	
443.977   	1000      	70        	36036.1   	1541.59   	
450.686   	1000      	70        	36028.4   	1540.7    	
468.018   	1000      	70        	36010.3   	1538.52   	
480.686   	1000      	70        	35998     	1537      	
500.686   	1000      	70        	35979.6   	1534.77   	
514.105   	1000      	70        	35967.9   	1533.35   	
534.105   	1000      	70        	35951.9   	1531.41   	
554.105   	1000      	70        	35937.1   	1529.6    	
574.105   	1000      	70        	35923     	1527.89   	
594.105   	1000      	70        	35909.6   	1526.28   	
614.105   	1000      	70        	35896.7   	1524.75   	
634.105   	1000      	70        	35884.3   	1523.32   	
654.105   	1000      	70        	35872.4   	1521.96   	
674.105   	1000      	70        	35861.1   	1520.68   	
694.105   	1000      	70        	35850.2   	1519.49   	
714.105   	1000      	70        	35839.9   	1518.37   	
734.105   	1000      	70        	35830.1   	1517.34   	
754.105   	1000      	70        	35821.1   	1516.4    	
774.105   	1000      	70        	35813.1   	1515.55   	
794.105   	1000      	70        	35805.9   	1514.8    	
814.105   	1000      	70        	35799.3   	1514.13   	
834.105   	1000      	70        	35793.4   	1513.55   	
854.105   	1000      	70        	35787.3   	1513.02   	
874.105   	1000      	70        	35781.7   	1512.56   	
894.105   	1000      	70        	35775.7   	1512.12   	
904.105   	1000      	70        	35772.6   	1511.91   	
922.098   	1000      	70        	35767.9   	1511.56   	
930.84    	1000      	70        	35765.7   	1511.4    	
939.081   	1000      	70        	35763.8   	1511.25   	
946.266   	1000      	70        	35762.3   	1511.12   	
964.714   	1000      	70        	35757.7   	1510.77   	
969.714   	1000      	70        	35756.5   	1510.67   	
982.871   	1000      	70        	35754.3   	1510.46   	
989.366   	1000      	70        	35753.3   	1510.36   	
1004.54   	1000      	70        	35750.9   	1510.1    	
1014.54   	1000      	70        	35749.2   	1509.92   	
1034.54   	1000      	70        	35746.1   	1509.59   	
1054.54   	1000      	70        	35744.1   	1509.3    	
1074.54   	1000      	70        	35741.9   	1508.99   	
1094.54   	1000      	70        	35740.2   	1508.71   	
1114.54   	1000      	70        	35738.3   	1508.43   	
1122.1    	1000      	70        	35737.6   	1508.32   	
1141.72   	1000      	70        	35735.5   	1508.05   	
1161.72   	1000      	70        	35733.8   	1507.8    	
1181.72   	1000      	70        	35733.5   	1507.61   	
1200.23   	1000      	70        	35732.9   	1507.42   	
1212.54   	1000      	70        	35732.2   	1507.29   	
1232.54   	1000      	70        	35731.3   	1507.13   	
1252.54   	1000      	70        	35731.3   	1507.01   	
1258.49   	1000      	70        	35731.3   	1506.98   	
1272.65   	1000      	70        	35731.3   	1506.91   	
1292.65   	1000      	70        	35731.9   	1506.86   	
1312.65   	1000      	70        	35731.8   	1506.82   	
1332.65   	1000      	70        	35731.6   	1506.81   	
1342.65   	1000      	70        	35731.6   	1506.81   	
1345.73   	1000      	70        	35731.6   	1506.82   	
1354.26   	1000      	70        	35731.6   	1506.83   	
1374.26   	1000      	70        	35731     	1506.86   	
1394.26   	1000      	70        	35729.7   	1506.9    	
1400      	1000      	70        	35729.3   	1506.92   	
