Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
196.616   	1000      	70        	36569.4   	1576.23   	
204.505   	1000      	70        	36550.4   	1573.99   	
209.51    	1000      	70        	36538.7   	1572.69   	
222.22    	1000      	70        	36511.1   	1569.65   	
230.502   	1000      	70        	36494.2   	1567.8    	
236.466   	1000      	70        	36482.2   	1566.5    	
240.341   	1000      	70        	36474.4   	1565.67   	
242.784   	1000      	70        	36469.5   	1565.15   	
244.427   	1000      	70        	36466.2   	1564.79   	
245.502   	1000      	70        	36464     	1564.56   	
248.631   	1000      	70        	36457.5   	1563.87   	
250.699   	1000      	70        	36453.1   	1563.42   	
256.426   	1000      	70        	36440.7   	1562.18   	
260.162   	1000      	70        	36432.5   	1561.38   	
262.66    	1000      	70        	36427     	1560.86   	
269.566   	1000      	70        	36411.4   	1559.43   	
274.039   	1000      	70        	36401.2   	1558.51   	
276.949   	1000      	70        	36394.5   	1557.92   	
278.864   	1000      	70        	36390.2   	1557.53   	
284.214   	1000      	70        	36378.8   	1556.5    	
288.062   	1000      	70        	36371.1   	1555.77   	
290.52    	1000      	70        	36366.4   	1555.32   	
297.325   	1000      	70        	36354.9   	1554.09   	
301.882   	1000      	70        	36347.8   	1553.26   	
305.175   	1000      	70        	36342.9   	1552.67   	
314.136   	1000      	70        	36330.8   	1551.07   	
319.71    	1000      	70        	36323.3   	1550.08   	
323.389   	1000      	70        	36318.3   	1549.42   	
325.793   	1000      	70        	36315     	1548.98   	
332.505   	1000      	70        	36305.7   	1547.8    	
336.875   	1000      	70        	36299.4   	1547.03   	
339.704   	1000      	70        	36295.3   	1546.54   	
347.443   	1000      	70        	36283.5   	1545.21   	
352.483   	1000      	70        	36275.7   	1544.35   	
355.786   	1000      	70        	36270.5   	1543.79   	
364.829   	1000      	70        	36256.1   	1542.29   	
370.518   	1000      	70        	36246.9   	1541.35   	
374.196   	1000      	70        	36241     	1540.75   	
376.578   	1000      	70        	36237.1   	1540.36   	
378.125   	1000      	70        	36234.6   	1540.11   	
382.542   	1000      	70        	36227.6   	1539.4    	
385.739   	1000      	70        	36222.7   	1538.89   	
394.474   	1000      	70        	36209.5   	1537.51   	
399.827   	1000      	70        	36201.4   	1536.66   	
403.184   	1000      	70        	36196.4   	1536.13   	
405.389   	1000      	70        	36193.1   	1535.79   	
411.634   	1000      	70        	36184.2   	1534.83   	
427.75    	1000      	70        	36164     	1532.48   	
438.48    	1000      	70        	36151.5   	1530.97   	
458.48    	1000      	70        	36130.7   	1528.35   	
478.48    	1000      	70        	36111     	1525.89   	
489.393   	1000      	70        	36100.7   	1524.6    	
509.393   	1000      	70        	36083.1   	1522.38   	
525.152   	1000      	70        	36069.7   	1520.7    	
536.491   	1000      	70        	36060.2   	1519.52   	
556.491   	1000      	70        	36043.8   	1517.53   	
570.84    	1000      	70        	36032.3   	1516.16   	
590.84    	1000      	70        	36017.3   	1514.34   	
610.84    	1000      	70        	36003.1   	1512.61   	
630.84    	1000      	70        	35989.6   	1510.98   	
650.84    	1000      	70        	35976.6   	1509.43   	
670.84    	1000      	70        	35964.1   	1507.98   	
690.84    	1000      	70        	35952.2   	1506.61   	
710.84    	1000      	70        	35940.6   	1505.32   	
730.84    	1000      	70        	35929.6   	1504.12   	
750.84    	1000      	70        	35919.3   	1503.01   	
770.84    	1000      	70        	35910     	1502      	
790.84    	1000      	70        	35901.4   	1501.05   	
810.84    	1000      	70        	35893.6   	1500.18   	
830.84    	1000      	70        	35886.6   	1499.37   	
850.84    	1000      	70        	35880.3   	1498.6    	
870.84    	1000      	70        	35874.8   	1497.86   	
890.84    	1000      	70        	35869.2   	1497.13   	
910.84    	1000      	70        	35864.4   	1496.43   	
930.84    	1000      	70        	35860     	1495.74   	
950.84    	1000      	70        	35855.7   	1495.05   	
970.84    	1000      	70        	35852.1   	1494.38   	
980.84    	1000      	70        	35850.3   	1494.04   	
982.805   	1000      	70        	35850     	1493.98   	
983.365   	1000      	70        	35849.9   	1493.96   	
984.089   	1000      	70        	35849.8   	1493.94   	
984.726   	1000      	70        	35849.7   	1493.91   	
986.612   	1000      	70        	35849.4   	1493.85   	
992.039   	1000      	70        	35848.7   	1493.69   	
1006.41   	1000      	70        	35847.1   	1493.23   	
1026.41   	1000      	70        	35844.7   	1492.59   	
1027.66   	1000      	70        	35844.5   	1492.55   	
1030.12   	1000      	70        	35844.2   	1492.48   	
1031.11   	1000      	70        	35844.1   	1492.45   	
1034.03   	1000      	70        	35843.9   	1492.37   	
1042.35   	1000      	70        	35843.6   	1492.14   	
1062.35   	1000      	70        	35842.4   	1491.55   	
1082.35   	1000      	70        	35840.8   	1490.98   	
1102.35   	1000      	70        	35839.5   	1490.45   	
1122.35   	1000      	70        	35838.7   	1489.95   	
1142.35   	1000      	70        	35837.5   	1489.45   	
1162.35   	1000      	70        	35836     	1488.98   	
1182.35   	1000      	70        	35834.8   	1488.54   	
1189.29   	1000      	70        	35834.4   	1488.39   	
1206.31   	1000      	70        	35833.5   	1488.04   	
1226.31   	1000      	70        	35833.4   	1487.7    	
1246.31   	1000      	70        	35832.8   	1487.36   	
1266.31   	1000      	70        	35832.2   	1487.06   	
1279.95   	1000      	70        	35832     	1486.88   	
1299.95   	1000      	70        	35832.1   	1486.68   	
1306.99   	1000      	70        	35832.2   	1486.61   	
1321.11   	1000      	70        	35832.1   	1486.48   	
1325.24   	1000      	70        	35832.1   	1486.45   	
1333.22   	1000      	70        	35832.3   	1486.41   	
1345.66   	1000      	70        	35832.6   	1486.36   	
1365.66   	1000      	70        	35832.1   	1486.28   	
1385.66   	1000      	70        	35830.9   	1486.25   	
1400      	1000      	70        	35830     	1486.25   	
