Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
304.256   	1000      	70        	25129.4   	358.107   	
324.256   	1000      	70        	24363.7   	329.555   	
344.256   	1000      	70        	23576.2   	304.174   	
364.256   	1000      	70        	22776.7   	281.583   	
384.256   	1000      	70        	21978.2   	261.282   	
404.256   	1000      	70        	21196.3   	242.593   	
424.256   	1000      	70        	20437.7   	225.181   	
444.256   	1000      	70        	19702.9   	208.878   	
464.256   	1000      	70        	18989.9   	193.643   	
484.256   	1000      	70        	18290.5   	179.729   	
504.256   	1000      	70        	17609.7   	166.845   	
524.256   	1000      	70        	16949.9   	154.837   	
544.256   	1000      	70        	16310.9   	143.628   	
564.256   	1000      	70        	15692     	133.176   	
584.256   	1000      	70        	15092.4   	123.447   	
604.256   	1000      	70        	14511.2   	114.415   	
624.256   	1000      	70        	13947     	106.09    	
644.256   	1000      	70        	13400.1   	98.4106   	
664.256   	1000      	70        	12871.4   	91.3319   	
684.256   	1000      	70        	12364.8   	84.6504   	
704.256   	1000      	70        	11879.5   	78.308    	
724.256   	1000      	70        	11408.4   	72.5002   	
744.256   	1000      	70        	10952.4   	67.1691   	
764.256   	1000      	70        	10511.9   	62.2578   	
784.256   	1000      	70        	10087.2   	57.7224   	
804.256   	1000      	70        	9678.09   	53.5278   	
824.256   	1000      	70        	9284.37   	49.644    	
844.256   	1000      	70        	8900.94   	46.2484   	
864.256   	1000      	70        	8531.65   	43.1506   	
884.256   	1000      	70        	8178.14   	40.2504   	
904.256   	1000      	70        	7840.4    	37.5077   	
924.256   	1000      	70        	7517.71   	34.911    	
944.256   	1000      	70        	7209.24   	32.4554   	
964.256   	1000      	70        	6914.2    	30.1386   	
984.256   	1000      	70        	6631.81   	27.9581   	
1004.26   	1000      	70        	6361.4    	25.9103   	
1024.26   	1000      	70        	6102.36   	23.9905   	
1044.26   	1000      	70        	5854.14   	22.1934   	
1064.26   	1000      	70        	5616.23   	20.5128   	
1084.26   	1000      	70        	5388.17   	18.9424   	
1104.26   	1000      	70        	5170.44   	17.5107   	
1124.26   	1000      	70        	4964.9    	16.2947   	
1144.26   	1000      	70        	4767.85   	15.1448   	
1164.26   	1000      	70        	4578.94   	14.058    	
1184.26   	1000      	70        	4397.77   	13.0319   	
1204.26   	1000      	70        	4223.96   	12.0643   	
1224.26   	1000      	70        	4057.16   	11.1529   	
1244.26   	1000      	70        	3897.05   	10.2954   	
1264.26   	1000      	70        	3743.33   	9.4894    	
1284.26   	1000      	70        	3595.73   	8.73244   	
1304.26   	1000      	70        	3453.97   	8.02216   	
1324.26   	1000      	70        	3317.81   	7.35628   	
1344.26   	1000      	70        	3192.54   	6.62099   	
1364.26   	1000      	70        	3083.4    	5.70658   	
1384.26   	1000      	70        	2980.18   	4.81707   	
1404.26   	1000      	70        	2879.74   	4.01071   	
1424.26   	1000      	70        	2781.14   	3.30161   	
1444.26   	1000      	70        	2684.09   	2.69007   	
1464.26   	1000      	70        	2588.61   	2.16916   	
1484.26   	1000      	70        	2494.8    	1.72924   	
1504.26   	1000      	70        	2402.76   	1.3601    	
1524.26   	1000      	70        	2312.58   	1.05203   	
1544.26   	1000      	70        	2224.32   	0.796399  	
1564.26   	1000      	70        	2142.56   	0.606337  	
1584.26   	1000      	70        	2074.39   	0.501701  	
1604.26   	1000      	70        	2004.79   	0.411808  	
1624.26   	1000      	70        	1935.12   	0.333719  	
1644.26   	1000      	70        	1865.88   	0.265724  	
1664.26   	1000      	70        	1797.23   	0.206888  	
1684.26   	1000      	70        	1729.16   	0.1567    	
1704.26   	1000      	70        	1661.56   	0.114857  	
1724.26   	1000      	70        	1594.31   	0.0810911 	
1744.26   	1000      	70        	1527.3    	0.05498   	
1764.26   	1000      	70        	1460.55   	0.035789  	
1784.26   	1000      	70        	1394.25   	0.0224345 	
1804.26   	1000      	70        	1328.79   	0.0136218 	
1824.26   	1000      	70        	1264.65   	0.00807316	
1844.26   	1000      	70        	1202.3    	0.00471116	
1864.26   	1000      	70        	1142.12   	0.00273254	
1884.26   	1000      	70        	1084.36   	0.00159112	
1904.26   	1000      	70        	1029.33   	0.000940085	
1924.26   	1000      	70        	977.051   	0.000568939	
1944.26   	1000      	70        	927.325   	0.000355105	
1964.26   	1000      	70        	880.073   	0.000229328	
1984.26   	1000      	70        	835.203   	0.000152979	
2000      	1000      	70        	801.303   	0.000112317	
