Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
196.618   	1000      	70        	36569.4   	1576.23   	
204.506   	1000      	70        	36550.4   	1573.99   	
209.511   	1000      	70        	36538.7   	1572.69   	
222.221   	1000      	70        	36511.1   	1569.65   	
230.503   	1000      	70        	36494.2   	1567.8    	
236.467   	1000      	70        	36482.2   	1566.5    	
240.341   	1000      	70        	36474.4   	1565.67   	
242.785   	1000      	70        	36469.5   	1565.15   	
244.428   	1000      	70        	36466.2   	1564.79   	
245.503   	1000      	70        	36464     	1564.56   	
248.632   	1000      	70        	36457.5   	1563.87   	
250.7     	1000      	70        	36453.1   	1563.42   	
256.427   	1000      	70        	36440.7   	1562.18   	
260.163   	1000      	70        	36432.5   	1561.38   	
262.661   	1000      	70        	36427     	1560.86   	
269.567   	1000      	70        	36411.4   	1559.43   	
274.04    	1000      	70        	36401.2   	1558.51   	
276.95    	1000      	70        	36394.5   	1557.92   	
278.865   	1000      	70        	36390.2   	1557.53   	
284.215   	1000      	70        	36378.8   	1556.5    	
288.063   	1000      	70        	36371.1   	1555.77   	
290.521   	1000      	70        	36366.4   	1555.32   	
297.326   	1000      	70        	36354.9   	1554.09   	
301.883   	1000      	70        	36347.8   	1553.26   	
305.176   	1000      	70        	36342.9   	1552.67   	
314.137   	1000      	70        	36330.8   	1551.07   	
319.711   	1000      	70        	36323.3   	1550.08   	
323.39    	1000      	70        	36318.3   	1549.42   	
325.794   	1000      	70        	36315     	1548.98   	
332.506   	1000      	70        	36305.7   	1547.8    	
336.876   	1000      	70        	36299.4   	1547.03   	
339.706   	1000      	70        	36295.3   	1546.54   	
347.444   	1000      	70        	36283.5   	1545.21   	
352.485   	1000      	70        	36275.7   	1544.35   	
355.788   	1000      	70        	36270.5   	1543.79   	
364.831   	1000      	70        	36256.1   	1542.29   	
370.519   	1000      	70        	36246.9   	1541.35   	
374.197   	1000      	70        	36241     	1540.75   	
376.58    	1000      	70        	36237.1   	1540.36   	
378.127   	1000      	70        	36234.6   	1540.11   	
382.543   	1000      	70        	36227.6   	1539.4    	
385.74    	1000      	70        	36222.7   	1538.89   	
394.476   	1000      	70        	36209.5   	1537.51   	
399.829   	1000      	70        	36201.4   	1536.66   	
403.186   	1000      	70        	36196.4   	1536.13   	
405.39    	1000      	70        	36193.1   	1535.79   	
411.636   	1000      	70        	36184.2   	1534.83   	
427.752   	1000      	70        	36164     	1532.48   	
438.482   	1000      	70        	36151.5   	1530.97   	
458.482   	1000      	70        	36130.7   	1528.35   	
478.482   	1000      	70        	36111     	1525.89   	
489.395   	1000      	70        	36100.7   	1524.6    	
509.395   	1000      	70        	36083.1   	1522.38   	
525.153   	1000      	70        	36069.7   	1520.7    	
536.493   	1000      	70        	36060.2   	1519.52   	
556.493   	1000      	70        	36043.8   	1517.53   	
570.842   	1000      	70        	36032.3   	1516.16   	
590.842   	1000      	70        	36017.3   	1514.34   	
610.842   	1000      	70        	36003.1   	1512.61   	
630.842   	1000      	70        	35989.6   	1510.98   	
650.842   	1000      	70        	35976.6   	1509.43   	
670.842   	1000      	70        	35964.1   	1507.98   	
690.842   	1000      	70        	35952.2   	1506.61   	
710.842   	1000      	70        	35940.6   	1505.32   	
730.842   	1000      	70        	35929.6   	1504.12   	
750.842   	1000      	70        	35919.3   	1503.01   	
770.842   	1000      	70        	35910     	1502      	
790.842   	1000      	70        	35901.4   	1501.05   	
810.842   	1000      	70        	35893.6   	1500.18   	
830.842   	1000      	70        	35886.6   	1499.37   	
850.842   	1000      	70        	35880.3   	1498.6    	
870.842   	1000      	70        	35874.8   	1497.86   	
890.842   	1000      	70        	35869.2   	1497.13   	
910.842   	1000      	70        	35864.4   	1496.43   	
930.842   	1000      	70        	35860     	1495.74   	
950.842   	1000      	70        	35855.7   	1495.05   	
970.842   	1000      	70        	35852.1   	1494.38   	
980.842   	1000      	70        	35850.3   	1494.04   	
982.806   	1000      	70        	35850     	1493.98   	
983.085   	1000      	70        	35849.9   	1493.97   	
983.571   	1000      	70        	35849.9   	1493.95   	
984.254   	1000      	70        	35849.7   	1493.93   	
985.342   	1000      	70        	35849.6   	1493.89   	
987.564   	1000      	70        	35849.2   	1493.82   	
991.964   	1000      	70        	35848.7   	1493.69   	
1003.85   	1000      	70        	35847.4   	1493.31   	
1023.85   	1000      	70        	35844.9   	1492.67   	
1043.85   	1000      	70        	35843.7   	1492.09   	
1052.79   	1000      	70        	35843.2   	1491.84   	
1072.79   	1000      	70        	35841.7   	1491.26   	
1092.79   	1000      	70        	35840     	1490.7    	
1112.79   	1000      	70        	35839.3   	1490.2    	
1132.72   	1000      	70        	35838.2   	1489.7    	
1152.72   	1000      	70        	35836.7   	1489.21   	
1172.72   	1000      	70        	35835.4   	1488.76   	
1180      	1000      	70        	35834.9   	1488.6    	
1198.28   	1000      	70        	35833.9   	1488.21   	
1218.28   	1000      	70        	35833.3   	1487.83   	
1238.28   	1000      	70        	35832.9   	1487.49   	
1258.28   	1000      	70        	35832.3   	1487.17   	
1278.28   	1000      	70        	35831.9   	1486.91   	
1296.49   	1000      	70        	35832.1   	1486.72   	
1303.02   	1000      	70        	35832.2   	1486.65   	
1317.56   	1000      	70        	35832.1   	1486.52   	
1321.95   	1000      	70        	35832     	1486.48   	
1330.98   	1000      	70        	35832.3   	1486.43   	
1342.41   	1000      	70        	35832.6   	1486.38   	
1362.41   	1000      	70        	35832.2   	1486.3    	
1382.41   	1000      	70        	35831.1   	1486.26   	
1400      	1000      	70        	35830     	1486.27   	
