Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
304.256   	1000      	70        	25129.3   	358.107   	
324.256   	1000      	70        	24363.6   	329.554   	
344.256   	1000      	70        	23576.1   	304.173   	
364.256   	1000      	70        	22776.6   	281.583   	
384.256   	1000      	70        	21978.2   	261.282   	
404.256   	1000      	70        	21196.3   	242.592   	
424.256   	1000      	70        	20437.7   	225.181   	
444.256   	1000      	70        	19702.8   	208.878   	
464.256   	1000      	70        	18989.9   	193.643   	
484.256   	1000      	70        	18290.4   	179.729   	
504.256   	1000      	70        	17609.7   	166.845   	
524.256   	1000      	70        	16949.9   	154.837   	
544.256   	1000      	70        	16310.9   	143.628   	
564.256   	1000      	70        	15692     	133.176   	
584.256   	1000      	70        	15092.4   	123.447   	
604.256   	1000      	70        	14511.2   	114.415   	
624.256   	1000      	70        	13947     	106.09    	
644.256   	1000      	70        	13400.1   	98.4107   	
664.256   	1000      	70        	12871.4   	91.3319   	
684.256   	1000      	70        	12364.8   	84.6504   	
704.256   	1000      	70        	11879.5   	78.308    	
724.256   	1000      	70        	11408.4   	72.5002   	
744.256   	1000      	70        	10952.4   	67.1691   	
764.256   	1000      	70        	10511.9   	62.2578   	
784.256   	1000      	70        	10087.2   	57.7225   	
804.256   	1000      	70        	9678.08   	53.5278   	
824.256   	1000      	70        	9284.36   	49.644    	
844.256   	1000      	70        	8900.94   	46.2485   	
864.256   	1000      	70        	8531.64   	43.1506   	
884.256   	1000      	70        	8178.13   	40.2505   	
904.256   	1000      	70        	7840.39   	37.5077   	
924.256   	1000      	70        	7517.7    	34.911    	
944.256   	1000      	70        	7209.24   	32.4554   	
964.256   	1000      	70        	6914.19   	30.1386   	
984.256   	1000      	70        	6631.81   	27.9581   	
1004.26   	1000      	70        	6361.4    	25.9103   	
1024.26   	1000      	70        	6102.36   	23.9906   	
1044.26   	1000      	70        	5854.13   	22.1934   	
1064.26   	1000      	70        	5616.22   	20.5128   	
1084.26   	1000      	70        	5388.17   	18.9425   	
1104.26   	1000      	70        	5170.44   	17.5108   	
1124.26   	1000      	70        	4964.9    	16.2948   	
1144.26   	1000      	70        	4767.85   	15.145    	
1164.26   	1000      	70        	4578.93   	14.0584   	
1184.26   	1000      	70        	4397.75   	13.0324   	
1204.26   	1000      	70        	4223.94   	12.065    	
1224.26   	1000      	70        	4057.14   	11.1537   	
1244.26   	1000      	70        	3897.03   	10.2963   	
1264.26   	1000      	70        	3743.31   	9.4903    	
1284.26   	1000      	70        	3595.71   	8.73336   	
1304.26   	1000      	70        	3453.95   	8.0231    	
1324.26   	1000      	70        	3317.79   	7.35723   	
1344.26   	1000      	70        	3192.53   	6.62177   	
1364.26   	1000      	70        	3083.39   	5.70726   	
1384.26   	1000      	70        	2980.18   	4.81766   	
1404.26   	1000      	70        	2879.74   	4.01118   	
1424.26   	1000      	70        	2781.14   	3.30199   	
1444.26   	1000      	70        	2684.1    	2.69037   	
1464.26   	1000      	70        	2588.62   	2.1694    	
1484.26   	1000      	70        	2494.81   	1.72943   	
1504.26   	1000      	70        	2402.77   	1.36024   	
1524.26   	1000      	70        	2312.59   	1.05213   	
1544.26   	1000      	70        	2224.34   	0.796467  	
1564.26   	1000      	70        	2142.57   	0.606367  	
1584.26   	1000      	70        	2074.4    	0.501724  	
1604.26   	1000      	70        	2004.8    	0.411824  	
1624.26   	1000      	70        	1935.13   	0.33373   	
1644.26   	1000      	70        	1865.89   	0.26573   	
1664.26   	1000      	70        	1797.24   	0.20689   	
1684.26   	1000      	70        	1729.17   	0.156699  	
1704.26   	1000      	70        	1661.58   	0.114854  	
1724.26   	1000      	70        	1594.32   	0.0810863 	
1744.26   	1000      	70        	1527.31   	0.0549749 	
1764.26   	1000      	70        	1460.56   	0.0357844 	
1784.26   	1000      	70        	1394.26   	0.0224309 	
1804.26   	1000      	70        	1328.8    	0.0136192 	
1824.26   	1000      	70        	1264.66   	0.00807143	
1844.26   	1000      	70        	1202.31   	0.00471007	
1864.26   	1000      	70        	1142.13   	0.00273188	
1884.26   	1000      	70        	1084.37   	0.00159073	
1904.26   	1000      	70        	1029.33   	0.000939856	
1924.26   	1000      	70        	977.056   	0.000568803	
1944.26   	1000      	70        	927.329   	0.000355022	
1964.26   	1000      	70        	880.077   	0.000229276	
1984.26   	1000      	70        	835.207   	0.000152945	
2000      	1000      	70        	801.31    	0.000112296	
